NEWID,SIZE,SIZEAM,SIZEAF,SIZEJM,SIZEJF,SIZEIN,EXP,FDHO,FDAW,SHEL,TELE,DOM,TEXT,FURN,MAPP,SAPP,CLOT,FOOT,GASO,TRIP,LOCT,HEAL,ENT,FEES,TOYS,READ,EDUC,TOB,REFAGE,REFEDUC,REFRACE,HHTENURE,HHTYPE
650102,3,0,2,0,1,0,11932,3159,0,4350,389,0,0,0,0,0,222,3,0,0,1635,10,0,0,0,21,0,0,50,2,2,4,7
650142,1,1,0,0,0,0,23251,2015,660,3293,664,0,0,0,229,0,734,0,1200,0,0,133,369,125,101,38,0,260,23,4,1,4,8
650162,1,0,1,0,0,0,9537,1521,504,2370,244,1732,0,0,0,0,131,0,0,0,0,2284,0,0,0,80,0,0,90,3,1,4,8
650172,1,1,0,0,0,0,7757,1820,0,1341,186,35,0,0,0,133,365,103,0,0,6,743,97,0,0,206,0,949,66,2,1,4,8
650182,2,1,1,0,0,0,67473,3328,440,9540,457,0,0,0,63,0,1552,20,1045,0,0,175,34722,0,48,51,0,0,53,4,2,1,1
650202,2,1,1,0,0,0,44949,2444,1086,16832,667,950,30,208,127,139,934,219,1865,73,0,4071,1283,553,343,247,0,1326,32,5,1,1,1
650212,3,1,1,1,0,0,11842,3445,80,37,277,0,0,0,0,0,75,0,294,0,0,347,561,0,0,0,115,234,52,3,2,2,3
650232,1,0,1,0,0,0,12681,2054,0,4429,361,0,0,0,392,79,114,0,42,0,0,2593,508,0,213,54,0,221,76,3,1,2,8
650242,5,1,2,0,2,0,36156,5826,638,800,1262,0,148,0,0,13,922,71,830,0,200,1474,1322,180,590,135,0,1118,74,2,1,2,9
650272,2,1,1,0,0,0,71957,5108,4122,25668,1373,0,0,0,0,55,3577,650,950,2206,60,460,4699,2520,1488,1381,0,0,52,6,1,2,1
650292,1,1,0,0,0,0,37576,1583,1565,4948,797,0,0,0,0,0,1747,0,1061,486,0,487,1142,504,20,82,400,0,21,4,1,4,8
650302,4,1,1,1,1,0,36120,4355,2330,890,621,55,214,700,0,60,994,323,1616,0,0,608,1167,195,331,181,75,0,37,5,1,2,3
650312,6,2,1,1,2,0,53232,8343,4191,8847,446,24,33,0,204,82,5831,879,365,4364,0,916,2874,825,550,193,170,0,43,6,1,1,3
650322,3,0,1,1,1,0,6743,3211,6,1615,0,150,0,0,0,0,175,0,120,0,0,161,126,0,0,10,0,0,34,4,2,4,7
650342,3,0,2,0,1,0,36142,4497,0,6000,415,3726,0,600,450,0,600,0,1873,0,0,1021,1170,0,150,0,0,0,40,5,1,4,9
650352,6,3,2,1,0,0,62565,11584,1737,5424,1526,4101,99,0,0,120,3249,574,2726,878,282,7219,3347,1424,455,398,800,0,70,4,1,1,5
650362,4,1,1,0,1,1,49525,5805,170,16721,1285,1195,90,0,0,31,2313,78,660,0,0,2498,1298,30,420,323,0,0,30,6,1,1,2
650372,2,1,1,0,0,0,33161,5759,648,11678,349,27,0,525,537,62,616,26,252,0,0,7002,1030,660,20,56,0,754,69,4,1,1,1
650412,1,1,0,0,0,0,28272,1650,1125,10417,1051,0,0,250,310,0,378,33,294,254,0,0,610,286,0,54,0,156,48,4,1,4,8
650422,1,0,1,0,0,0,24179,2020,645,9554,1295,0,0,0,0,28,890,110,495,0,0,2158,2210,1319,384,57,0,0,76,3,1,1,8
650442,1,1,0,0,0,0,15227,3933,1130,752,1354,5,0,0,0,15,125,15,696,0,0,1667,564,180,26,179,0,0,72,2,1,2,8
650452,6,1,2,1,2,0,46151,6344,1602,12454,922,2471,159,0,900,0,3458,235,1895,0,0,302,1790,100,250,26,2500,0,37,3,2,1,5
650462,1,0,1,0,0,0,32764,2011,1005,1622,1097,0,8,19,552,0,301,63,660,700,0,564,1526,108,89,188,0,273,37,3,1,2,8
650472,3,1,2,0,0,0,32374,4586,2340,6610,1685,0,60,800,316,100,1379,278,2520,1100,0,264,50,0,0,0,0,0,60,1,1,1,4
650492,3,1,1,0,1,0,22462,3593,1520,1311,662,0,66,0,15,18,2928,389,1110,98,0,420,2194,644,0,162,1255,0,39,4,2,2,7
650502,2,1,1,0,0,0,9593,3575,770,1200,337,0,0,0,400,0,0,0,965,0,0,60,350,69,0,0,0,0,57,6,1,2,1
650512,1,0,1,0,0,0,9442,3055,105,3912,581,0,15,0,0,0,108,0,0,0,150,570,0,0,0,23,0,0,73,3,2,4,8
650522,4,0,1,2,1,0,13202,7144,120,1656,992,0,16,0,650,0,857,0,0,0,677,26,280,130,50,0,0,0,35,2,1,4,7
650542,4,1,1,0,2,0,24634,4030,962,5570,324,0,103,120,165,35,1116,200,540,72,0,2282,2061,279,119,363,176,962,39,5,1,1,3
650602,3,1,1,1,0,0,35284,2928,2361,3131,1604,0,189,464,137,152,438,89,792,0,0,3952,1181,95,175,25,900,741,42,3,1,1,3
650612,4,2,1,0,1,0,44800,5655,263,11659,939,75,122,134,0,100,1682,353,1300,213,0,5851,1158,62,631,99,12,1105,38,3,1,4,4
650632,2,0,2,0,0,0,11044,2093,111,1730,397,375,154,0,0,139,174,0,20,0,0,999,952,65,505,241,0,1170,73,2,1,2,9
650652,3,1,2,0,0,0,45655,4953,3636,11605,1052,200,119,288,0,283,2455,50,1499,94,0,588,1176,378,459,291,1008,0,45,4,1,1,4
650722,1,0,1,0,0,0,5502,2379,0,1312,323,0,0,140,200,54,95,5,0,0,180,415,230,0,30,17,0,0,66,1,1,4,8
650732,4,1,1,1,1,0,18124,4134,845,1019,1241,113,0,0,50,0,767,124,838,0,0,2040,1738,167,880,101,263,520,33,2,1,2,3
650752,1,1,0,0,0,0,18007,2015,507,4184,607,136,0,0,94,0,633,24,595,0,0,618,888,266,15,173,0,884,61,3,2,1,8
650762,4,1,1,1,1,0,39303,5135,2040,8998,316,3085,85,0,0,191,3374,795,2160,0,0,150,1973,399,310,236,0,0,38,3,1,1,3
650782,2,1,1,0,0,0,14012,1859,78,4109,1304,0,0,0,0,0,56,0,746,0,0,0,716,12,0,0,0,195,51,2,2,1,1
650792,2,1,1,0,0,0,26558,3865,1547,4512,1305,777,40,32,0,0,1312,86,572,0,0,1270,1469,129,880,222,0,0,69,3,1,2,1
650812,3,2,1,0,0,0,10926,2470,60,960,240,0,0,0,0,0,522,0,1125,0,0,1356,0,0,0,191,0,0,75,3,1,2,4
650862,2,1,1,0,0,0,25389,2753,735,1866,474,0,153,2049,1400,21,1002,89,1824,227,0,1323,2325,1025,75,390,0,143,66,3,1,2,9
650892,1,0,1,0,0,0,16447,3187,1430,4013,198,560,0,51,0,0,776,121,785,428,0,1240,592,199,0,170,0,0,75,3,1,2,8
650912,1,1,0,0,0,0,8720,2249,195,780,14,50,112,212,0,49,560,36,399,0,0,2258,0,0,0,4,0,364,72,1,1,4,8
650922,1,0,1,0,0,0,12977,2080,1125,877,296,0,47,0,0,191,851,169,560,0,51,0,723,0,459,48,0,286,50,2,1,1,8
650932,1,0,1,0,0,0,12942,1690,225,5080,324,9,2,1365,0,0,78,21,445,0,0,0,676,13,363,47,0,494,43,5,1,4,8
650942,5,1,1,2,1,0,25020,4603,1262,2769,577,100,101,485,1380,15,2102,192,1202,0,0,1595,1605,93,558,247,0,273,27,4,1,1,3
650952,1,0,1,0,0,0,6430,1514,299,1061,536,0,7,0,0,44,86,31,120,0,0,814,313,50,58,71,0,0,66,6,1,2,8
650962,5,1,1,2,1,0,18919,3808,543,1390,350,2,8,0,140,10,1276,321,1401,0,0,2586,1128,148,105,178,79,195,63,3,1,1,3
650972,1,1,0,0,0,0,24916,1385,560,4630,328,0,0,0,0,0,355,210,190,0,0,1221,2615,2395,0,0,400,65,46,5,1,4,8
650992,2,1,1,0,0,0,55667,3458,1104,8561,599,0,0,879,0,372,1003,180,1329,0,0,1106,598,10,15,66,0,1807,47,3,1,1,9
651052,5,1,1,2,0,1,51081,4345,2535,12081,1531,615,0,0,0,0,4683,652,660,500,0,1000,4940,1283,602,279,20,130,35,5,1,1,3
651072,2,1,1,0,0,0,99834,4052,6935,20775,620,32,760,0,0,431,15156,0,195,15666,0,3879,12211,5658,0,539,0,0,44,5,1,1,1
651082,4,2,1,0,1,0,31840,8912,810,7756,503,0,60,1100,0,55,1359,374,963,93,0,2643,2631,1066,421,364,80,130,31,3,1,1,3
651102,3,1,2,0,0,0,147498,5979,4248,59019,940,742,378,5050,375,224,1503,333,2063,0,0,5571,4351,639,1549,230,1500,312,37,3,1,1,4
651122,7,2,2,2,0,1,27913,2979,638,625,848,0,0,0,235,0,2936,267,1384,0,0,1325,785,40,125,9,0,0,49,2,2,2,5
651132,2,1,1,0,0,0,40044,2349,1154,10526,574,15,200,2100,0,223,859,0,1490,460,0,2380,570,180,0,186,0,0,55,3,1,1,1
651152,2,1,1,0,0,0,24278,3484,510,5572,818,882,0,0,0,0,576,0,520,0,1780,4512,756,456,0,298,0,0,79,3,1,4,1
651162,1,0,1,0,0,0,41614,995,770,9974,667,0,515,19,0,219,1111,100,1020,230,0,3247,2535,175,1441,231,80,0,31,4,1,4,8
651182,4,1,1,0,0,2,50038,4264,3335,11918,1759,143,110,1653,150,364,2762,255,1755,0,0,2000,3197,271,394,232,0,0,30,5,1,4,2
651192,3,2,1,0,0,0,54307,4684,1081,8686,911,56,80,0,1432,22,1157,99,2146,630,0,1712,2493,1330,454,38,0,1898,48,3,1,1,4
651202,4,1,1,1,1,0,27598,4436,535,5160,1141,2022,63,156,0,0,545,217,1683,0,0,2174,790,6,180,37,54,1586,41,3,1,4,9
651212,1,0,1,0,0,0,18022,2119,183,2467,1470,84,38,0,0,0,735,0,480,0,0,3731,634,0,0,261,0,0,62,3,1,1,8
651222,5,2,2,1,0,0,34789,5935,1409,4143,881,0,75,0,0,0,1589,135,1332,181,0,2756,1597,378,10,192,254,702,48,3,1,1,4
651242,1,1,0,0,0,0,24503,2730,150,8293,480,460,0,0,0,0,80,0,465,0,0,2925,467,0,0,120,0,0,82,3,1,1,8
651262,4,2,1,1,0,0,51856,5900,2175,12046,921,4304,111,68,0,90,2827,362,1728,298,0,2966,1369,349,115,413,2655,0,44,5,1,4,3
651282,1,1,0,0,0,0,12160,1833,795,2400,261,30,0,0,0,0,1428,68,0,0,105,2394,612,44,0,3,0,442,68,2,2,4,8
651302,2,0,2,0,0,0,19107,1690,678,1154,897,0,10,0,0,20,2910,251,860,0,0,3135,293,26,75,78,147,0,50,3,1,2,7
651312,6,1,1,1,3,0,40845,3415,2769,7711,1712,34,81,0,12,53,2123,467,2782,78,0,4027,4162,1173,165,239,157,0,33,4,1,1,3
651332,1,1,0,0,0,0,46171,2301,1180,3020,300,14496,0,0,0,0,850,355,1010,0,0,1340,1270,920,0,141,0,0,53,3,1,2,8
651362,2,1,1,0,0,0,66460,3835,1260,4494,527,456,204,0,0,132,1958,20,1773,180,0,1692,36185,29175,0,393,0,0,65,6,1,2,1
651392,2,1,1,0,0,0,22241,2665,1130,3680,563,0,0,0,351,0,686,42,30,0,803,4967,302,85,146,64,0,1443,56,1,1,4,1
651422,1,1,0,0,0,0,15245,1052,328,2286,262,0,0,0,0,0,80,0,1328,0,0,1275,562,0,0,44,0,572,61,3,1,1,8
651432,4,1,3,0,0,0,10925,3510,30,42,0,0,0,0,0,0,0,0,1200,0,0,1738,384,0,0,0,0,780,51,3,1,2,4
651442,2,1,1,0,0,0,17671,2214,980,5354,378,378,0,0,200,0,159,0,869,0,0,3850,744,282,0,38,0,0,84,3,1,2,1
651462,1,0,1,0,0,0,5666,650,0,2760,137,0,0,0,0,0,148,0,110,0,0,1553,0,0,0,0,0,0,85,1,1,4,8
651472,2,1,1,0,0,0,25305,2236,321,1669,348,229,73,1400,313,370,888,60,719,638,0,3960,410,138,0,155,0,0,83,6,1,2,1
651502,1,1,0,0,0,0,9394,1820,240,4200,256,0,0,0,0,0,0,0,229,0,0,0,62,0,0,0,0,0,37,3,1,4,8
651512,1,0,1,0,0,0,20357,2353,419,4270,215,1240,0,0,350,70,635,74,462,985,0,3744,755,264,451,156,0,0,75,4,1,2,8
651522,4,1,1,2,0,0,32948,6045,1281,12940,336,2400,12,180,1200,0,680,121,1423,0,0,1595,912,30,420,104,40,0,41,4,4,5,3
651532,1,0,1,0,0,0,7942,793,195,2042,224,206,0,0,0,0,228,88,332,0,0,2783,81,0,0,23,0,0,90,1,1,4,8
651542,2,1,1,0,0,0,14555,1443,573,3835,646,0,0,0,0,0,102,60,315,0,0,3079,30,0,30,0,0,0,71,2,1,2,1
651562,7,0,3,1,2,1,24012,5236,1116,3770,555,114,67,0,0,70,2551,40,1557,0,0,20,757,170,25,156,55,0,36,2,1,4,9
651582,3,1,1,0,0,1,25235,3200,810,5849,555,298,52,264,208,155,4169,0,730,0,102,1303,993,198,170,110,0,0,40,6,4,1,2
651592,1,0,1,0,0,0,17292,1768,57,4584,1005,252,378,295,0,50,1208,45,369,0,0,622,390,27,246,613,0,0,71,3,1,2,8
651602,2,1,1,0,0,0,81646,2714,1330,10371,270,0,0,100,0,150,1152,59,1233,280,0,6250,2548,703,0,0,0,910,39,5,1,1,9
651612,2,1,1,0,0,0,46737,3765,1262,3540,752,0,196,0,0,93,2181,78,572,487,0,4785,1356,531,165,0,0,416,66,3,1,2,1
651622,2,1,1,0,0,0,15012,1950,525,1398,1802,0,0,0,500,0,228,40,590,150,0,2120,50,50,0,0,0,416,42,3,1,2,9
651632,4,1,1,1,1,0,49861,5565,1742,9750,1169,305,65,1640,1289,55,1861,433,1480,1643,90,1258,2937,2276,260,242,1662,39,35,5,1,1,3
651642,3,1,0,1,1,0,10012,2539,389,490,492,0,65,105,0,0,906,164,1175,0,0,464,1401,415,239,284,25,0,40,4,1,2,6
651652,4,2,2,0,0,0,15076,2739,795,2945,102,0,6,0,0,8,205,0,1781,0,0,70,623,200,50,18,0,520,22,2,1,4,5
651662,3,0,1,0,2,0,7693,3185,360,600,310,0,0,0,0,0,662,146,670,0,0,0,432,10,100,27,40,0,26,2,1,2,7
651682,1,0,1,0,0,0,18513,3259,128,4720,385,0,0,0,0,0,833,191,632,0,0,112,460,0,0,62,0,923,34,4,1,1,8
651692,2,1,1,0,0,0,46293,5066,3091,5696,522,0,80,0,264,163,2074,177,1790,4542,0,363,5190,2662,635,263,779,702,50,3,1,1,1
651702,5,1,1,2,1,0,50770,5109,3662,12432,1887,50,343,105,0,250,1972,250,860,0,0,1995,3073,621,470,640,527,1040,42,3,1,4,3
651712,3,2,1,0,0,0,36122,2205,508,3406,323,10,0,0,0,20,197,0,725,0,0,290,521,2,258,50,0,910,51,2,1,1,4
651722,2,1,1,0,0,0,25598,3133,975,10296,472,191,0,5,0,20,420,81,485,0,0,2486,3217,2893,0,175,0,0,84,6,1,2,1
651742,1,1,0,0,0,0,8633,1454,658,2145,74,0,0,0,0,0,952,106,321,315,0,69,854,461,0,99,367,0,23,4,1,4,8
651772,3,3,0,0,0,0,15568,2350,435,3850,1512,0,0,170,0,30,733,230,1060,0,0,151,793,45,180,70,1600,195,25,4,1,4,9
651782,2,1,1,0,0,0,16954,3965,0,4380,631,0,0,0,0,0,329,6,0,0,0,4085,126,0,40,13,0,1170,63,3,1,4,1
651792,4,1,3,0,0,0,47036,6013,5818,6836,2105,0,0,225,309,157,1780,60,1936,1093,0,5644,1835,851,155,538,750,0,56,5,1,2,5
651812,2,1,1,0,0,0,38076,1664,1285,2729,438,192,18,0,0,31,798,293,715,0,0,8530,101,82,0,366,0,0,77,1,1,2,1
651822,2,1,1,0,0,0,18458,3034,180,6614,519,12,10,0,0,85,454,70,556,477,0,2765,143,51,77,105,0,0,77,2,1,2,1
651842,1,0,1,0,0,0,8092,1795,90,172,410,0,0,0,0,0,308,59,540,202,0,2069,0,0,0,0,0,0,75,2,1,2,8
651852,2,1,1,0,0,0,38576,1622,777,9045,701,192,0,0,0,21,1336,54,1023,503,0,1999,2683,1081,671,136,0,0,53,5,1,1,1
651872,2,1,1,0,0,0,28692,2355,1700,3092,371,0,0,0,950,0,1400,0,1450,0,0,2199,1817,220,1000,102,0,0,25,3,1,1,1
651892,1,0,1,0,0,0,27211,1163,767,4800,588,0,122,0,0,110,2045,188,740,74,630,884,558,100,122,153,0,0,37,5,1,4,8
651902,1,0,1,0,0,0,37485,2142,2369,18396,750,0,27,0,0,0,1262,110,377,585,332,1294,2105,1157,457,277,25,0,33,6,1,4,8
651912,2,1,1,0,0,0,15162,3518,670,789,480,0,388,0,0,0,90,0,780,230,0,1350,990,600,60,71,200,0,49,3,1,2,1
651922,5,3,1,1,0,0,32968,3445,190,12540,1232,0,0,1200,0,0,352,22,70,0,2075,1210,266,0,25,57,0,0,62,3,2,4,5
651932,2,1,1,0,0,0,55021,4185,1970,9676,1162,0,36,1473,0,0,2346,122,3379,3309,0,5075,3907,592,1391,332,0,520,57,5,1,1,1
651942,1,0,1,0,0,0,7060,1478,39,563,482,102,0,0,0,0,33,0,0,0,6,1407,13,13,0,0,0,0,77,1,2,2,8
651952,1,0,1,0,0,0,16714,1157,1455,3147,725,2,10,0,0,73,1585,85,440,0,9,844,2241,360,379,250,0,117,23,5,4,4,8
651962,7,1,2,2,2,0,34581,8200,2763,4573,997,34,240,0,0,132,1914,210,1884,95,0,1674,3030,733,766,228,80,0,39,5,1,1,3
651972,1,0,1,0,0,0,14939,2015,959,2697,477,1628,0,0,0,0,72,0,0,365,0,3603,43,43,0,328,0,0,90,5,1,2,8
652002,2,1,1,0,0,0,27056,1573,755,5115,345,32,19,593,0,0,322,149,696,0,0,4636,2970,647,309,682,0,0,69,4,1,2,1
652012,4,1,1,1,1,0,15090,4719,690,160,458,0,53,0,0,0,1369,107,980,0,0,2456,328,50,220,10,0,91,28,4,1,2,2
652022,2,1,1,0,0,0,56905,4681,1980,15212,1245,0,287,2063,73,0,690,0,1800,637,0,1669,1313,127,633,482,465,0,56,6,1,1,1
652032,5,2,2,0,1,0,29528,4862,1728,5431,783,0,0,0,0,0,1032,326,1314,0,0,773,1902,693,60,192,2956,0,46,3,1,1,4
652042,3,1,2,0,0,0,21282,2735,1365,3968,1952,0,23,0,239,3,329,30,591,788,257,1560,468,144,54,141,2820,0,29,6,1,5,9
652052,3,1,1,0,1,0,39487,7220,1820,7559,810,1974,75,0,600,0,1531,0,715,1000,150,976,2873,575,200,1125,476,130,41,6,1,1,2
652062,4,1,2,0,1,0,24239,5590,805,5232,507,440,0,1119,0,0,1178,35,1095,382,0,738,975,25,385,135,0,0,66,3,1,2,5
652072,2,0,2,0,0,0,35466,4005,1322,4600,1058,652,448,700,425,0,1631,82,1580,203,0,2025,1513,355,335,222,0,1131,76,3,1,2,9
652112,6,2,1,1,2,0,21982,5156,745,418,624,260,22,0,974,70,1018,140,2190,600,93,673,1025,203,110,180,108,819,58,3,1,2,9
652132,2,2,0,0,0,0,10334,1814,181,2727,477,65,0,0,0,19,55,0,504,303,393,1086,680,93,251,10,0,546,39,3,1,4,9
652162,1,1,0,0,0,0,15133,1950,222,3116,384,0,0,0,0,0,161,61,1049,0,0,1623,894,110,700,216,0,0,56,4,1,2,8
652172,4,1,1,1,1,0,41591,7319,1462,16379,1237,0,0,0,0,0,575,75,1840,0,0,5200,956,300,240,80,0,0,37,3,1,1,3
652182,2,1,1,0,0,0,23260,2340,1992,1046,213,180,0,1433,363,46,754,67,870,1675,0,1449,2847,784,0,240,0,0,60,5,1,2,1
652192,1,1,0,0,0,0,12882,1690,300,9330,0,0,0,0,0,0,50,0,0,0,582,0,0,0,0,0,0,0,39,3,1,4,8
652202,5,3,2,0,0,0,32149,5720,850,2707,773,0,214,0,53,37,1787,425,276,0,0,2942,1702,231,437,149,0,585,48,4,1,1,4
652222,3,1,1,0,1,0,16219,5116,191,650,480,0,0,0,0,0,344,45,1101,0,0,2851,451,64,75,1,20,0,66,1,1,2,5
652232,3,2,1,0,0,0,41605,3627,960,6202,504,0,115,0,0,55,1108,89,1380,0,0,2482,2469,1119,470,204,5233,0,43,6,1,1,4
652242,2,1,1,0,0,0,8346,1209,0,1952,169,0,3,21,0,48,176,31,575,0,0,1276,3,0,0,0,0,0,61,1,1,1,1
652252,1,0,1,0,0,0,8549,1729,0,1948,353,10,71,2626,0,151,486,68,0,10,90,250,208,90,0,10,0,0,77,3,1,4,8
652262,5,1,1,1,2,0,23818,4385,1556,2340,408,420,0,500,0,0,2088,474,1215,0,0,1558,1812,593,500,84,100,0,35,3,1,4,3
652292,4,1,1,1,1,0,36217,6725,2170,7057,657,0,21,0,879,0,1963,263,1091,433,0,150,3417,2340,115,163,44,780,48,3,1,2,3
652302,2,1,1,0,0,0,42766,3664,772,7048,1053,45,134,23,150,62,1135,191,1411,110,0,433,2031,409,203,138,2505,117,22,4,1,4,1
652322,1,0,1,0,0,0,11239,1573,51,1871,333,3180,0,0,0,0,158,65,0,0,0,1389,320,0,320,117,0,0,90,5,2,2,8
652342,4,1,1,1,1,0,59532,5439,1035,19056,1447,1133,312,2845,0,106,1277,204,1086,1825,0,2633,4165,1096,1246,525,0,0,36,4,1,1,2
652362,4,1,1,0,1,1,31806,3490,1440,4939,720,3133,210,3000,0,55,1620,19,1403,268,0,2250,1112,174,109,145,497,0,32,6,1,1,2
652382,7,3,3,1,0,0,52218,5477,1629,2820,669,331,96,73,254,107,1371,80,2088,0,0,1956,2604,1201,284,123,1246,2184,50,4,1,1,5
652392,6,3,1,0,2,0,73118,5960,3782,11024,822,154,132,0,2535,86,4340,638,3340,0,0,2122,1895,600,5,263,3047,0,41,3,1,1,5
652412,1,0,1,0,0,0,31701,3515,1955,8446,925,0,0,0,0,148,1187,106,1823,275,0,1253,2711,550,725,371,0,325,44,5,1,4,8
652422,2,1,1,0,0,0,32761,1856,1129,2593,562,0,533,700,0,149,1805,270,622,1507,0,1300,1644,1093,60,317,0,637,64,3,1,2,1
652432,2,1,1,0,0,0,18745,2878,1370,3032,274,1148,0,62,0,0,698,84,495,793,0,2749,1530,1234,0,115,0,0,81,4,1,2,1
652462,2,1,1,0,0,0,17949,2737,319,1198,460,0,0,1800,900,0,213,0,735,894,0,3421,840,456,0,39,0,208,61,5,1,2,1
652472,1,0,1,0,0,0,8017,4316,0,370,234,0,0,0,0,0,69,4,1785,0,0,0,0,0,0,7,0,0,57,0,1,2,8
652482,1,0,1,0,0,0,12833,3172,105,1784,474,0,17,0,0,0,369,0,191,0,0,1900,57,5,52,455,0,182,62,2,1,2,8
652512,1,0,1,0,0,0,25583,2509,180,2835,651,0,0,0,0,0,270,0,300,0,0,618,920,500,50,20,12800,156,27,6,1,4,8
652522,2,1,1,0,0,0,36468,2961,823,4852,386,36,41,0,0,60,1444,133,1822,0,0,735,1089,770,102,29,0,0,63,3,1,2,1
652542,1,1,0,0,0,0,8706,2860,41,1030,4,0,0,0,0,0,8,0,636,0,0,992,63,0,63,14,1,923,65,1,1,4,8
652562,4,1,1,2,0,0,94587,8588,1880,16229,1020,10963,26,4464,0,121,3123,230,1135,1066,0,1645,4180,2428,250,434,2580,0,35,6,1,1,2
652602,2,1,1,0,0,0,42900,2804,1520,5545,451,0,0,0,0,0,1247,176,3330,0,0,148,5502,1018,80,81,0,351,28,3,1,1,1
652612,2,1,1,0,0,0,74298,7410,2540,7447,2132,1899,70,0,80,90,1780,119,1411,3043,0,1274,3902,1917,627,600,0,0,65,6,1,2,1
652662,2,1,1,0,0,0,17201,3965,1080,5700,480,0,40,0,0,30,1777,120,526,0,132,730,691,119,100,143,0,0,23,3,1,4,9
652672,3,1,1,0,0,1,25618,3499,1500,12000,1620,100,0,42,0,0,930,0,532,0,0,179,1050,195,100,140,0,611,54,6,1,4,9
652682,1,0,1,0,0,0,14888,2925,0,470,0,9965,0,0,0,0,690,50,0,0,0,405,43,0,0,0,0,0,90,3,1,2,8
652702,3,2,1,0,0,0,16308,4082,300,4341,499,0,0,0,0,23,1086,186,700,0,0,2448,653,40,0,38,0,195,34,4,1,4,9
652762,5,0,5,0,0,0,75043,15053,9154,10298,1309,130,0,0,1600,10,1815,0,1153,1790,0,3585,7186,2055,2355,211,70,1729,32,3,1,1,9
652772,4,2,2,0,0,0,68056,2854,9564,13467,1620,0,206,597,160,195,3223,190,2623,716,0,1500,3320,769,410,341,10715,0,44,3,1,1,4
652782,4,1,1,0,2,0,50797,7510,1693,12970,996,280,448,0,0,225,1927,508,1871,1596,105,4140,3623,2376,245,68,223,0,38,3,1,1,3
652802,2,1,1,0,0,0,15956,4562,165,3994,238,0,0,0,0,0,215,95,369,0,0,1745,133,15,118,217,0,1573,77,3,1,2,1
652812,1,0,1,0,0,0,13820,2808,324,994,1103,150,5,0,0,0,750,73,760,0,0,2941,5,0,0,92,0,0,62,2,2,2,8
652822,2,1,1,0,0,0,13985,2682,191,1110,418,11,0,150,216,0,282,0,640,0,0,1966,938,85,144,102,0,663,65,2,1,2,1
652842,4,1,1,0,2,0,22742,4100,358,1729,307,102,55,5,210,40,90,35,849,0,0,1860,632,289,15,95,0,0,40,6,4,1,3
652882,2,1,1,0,0,0,17692,3732,330,4398,1486,8,22,0,0,10,112,0,500,0,0,924,506,0,66,0,0,455,34,3,1,4,1
652912,1,0,1,0,0,0,30214,1582,745,5021,511,87,82,89,0,0,275,0,771,155,0,309,1618,391,28,95,102,0,36,4,1,1,8
652922,6,3,1,2,0,0,57582,6675,2865,15110,949,347,205,1222,0,179,3048,0,2288,562,0,1068,4969,2014,416,604,2855,0,49,5,1,1,4
652942,1,0,1,0,0,0,17273,1521,323,642,287,392,31,0,0,56,310,26,540,446,0,3990,560,0,0,99,0,0,76,1,1,2,8
653002,3,2,1,0,0,0,31885,5496,2855,9544,477,103,36,345,0,75,813,106,1896,0,0,1991,1826,544,741,522,0,273,66,2,1,1,5
653042,3,1,1,1,0,0,14307,2340,600,1553,328,2400,0,319,0,0,182,23,1320,0,0,319,360,0,360,0,0,156,23,3,1,1,2
653062,1,0,1,0,0,0,22597,2365,1315,4309,960,200,186,0,0,102,1942,102,919,130,0,952,697,100,0,108,0,0,58,4,2,1,8
653072,4,1,1,1,1,0,46389,3628,3558,13171,1135,1096,170,0,0,0,1712,40,3243,432,0,2180,2599,333,1718,248,45,0,31,3,1,1,2
653082,3,1,1,0,0,1,23366,1846,1285,3579,560,0,280,320,600,0,1203,20,1260,0,0,522,1006,430,0,205,0,0,27,6,1,1,2
653092,2,1,1,0,0,0,35128,3094,1067,4000,1354,2080,0,0,0,0,287,167,2129,288,10,3530,813,0,477,236,375,130,75,2,1,1,1
653112,5,1,1,2,1,0,51769,5903,1350,3337,433,0,21,3300,0,49,1324,0,908,0,0,4471,1004,417,100,5,80,403,38,3,1,1,3
653122,1,0,1,0,0,0,9251,1594,113,1720,545,20,0,0,186,0,54,0,512,28,0,2972,305,0,25,215,0,52,80,6,1,4,8
653132,6,3,2,1,0,0,35663,5509,1279,7859,979,0,0,0,0,0,812,214,1500,2410,0,504,1653,794,100,240,0,130,28,4,1,1,9
653152,2,1,1,0,0,0,34474,2353,795,9208,609,0,5,130,450,162,847,148,1185,0,0,917,2294,12,120,15,0,0,52,4,1,2,1
653162,2,1,1,0,0,0,18748,2157,490,2938,232,2790,39,0,0,0,795,32,118,0,0,1839,2966,0,99,190,0,0,88,1,1,2,1
653182,3,3,0,0,0,0,60091,1664,1313,7425,2458,21,0,49,0,0,4975,1565,2175,0,78,30,1927,756,0,56,978,0,21,4,2,4,9
653252,3,1,1,0,0,1,31137,1898,1009,7864,582,55,40,2165,1400,77,1790,230,870,0,0,3425,1667,8,315,198,0,0,30,4,1,1,2
653282,4,2,1,1,0,0,14366,3640,190,432,425,0,0,0,0,0,290,65,840,0,0,2748,1301,0,215,72,0,182,66,1,2,2,5
653292,2,1,1,0,0,0,25347,4511,480,2069,489,0,77,0,0,20,1044,184,964,0,0,7430,1434,0,742,164,0,0,57,3,1,1,1
