NEWID,SIZE,SIZEAM,SIZEAF,SIZEJM,SIZEJF,SIZEIN,EXP,FDHO,FDAW,SHEL,TELE,DOM,TEXT,FURN,MAPP,SAPP,CLOT,FOOT,GASO,TRIP,LOCT,HEAL,ENT,FEES,TOYS,READ,EDUC,TOB,REFAGE,REFEDUC,REFRACE,HHTENURE,HHTYPE
656792,2,1,1,0,0,0,33295,2970,1026,6850,487,82,359,63,0,141,2562,186,1510,1068,0,1057,1887,661,339,491,0,0,29,5,1,1,1
656802,3,2,1,0,0,0,30456,2665,768,5204,790,0,44,0,255,19,816,52,1674,0,0,2305,680,213,0,109,494,0,54,3,1,1,4
656812,4,1,2,1,0,0,60595,6472,2411,11523,1551,1565,260,1189,181,178,3027,401,3046,0,0,3542,3060,766,995,251,40,2626,52,5,2,1,5
656822,3,0,1,0,2,0,59624,5915,735,5196,1146,4103,0,261,0,0,2988,332,820,0,0,118,4510,1285,1196,717,3880,637,32,5,1,2,7
656832,3,1,1,0,1,0,19642,5046,800,1420,1345,0,70,0,236,40,2028,165,2335,0,0,1694,763,104,306,73,0,520,45,4,1,2,7
656852,1,1,0,0,0,0,13317,2051,230,4440,144,0,0,0,0,0,276,27,671,244,0,1175,1255,798,25,277,0,494,72,4,1,4,8
656862,1,0,1,0,0,0,9262,1963,45,3448,255,0,0,0,0,0,0,0,510,0,0,554,513,0,0,0,0,0,65,1,1,2,8
656872,1,0,1,0,0,0,17611,1937,114,3360,780,0,0,0,0,60,114,0,695,0,0,10,248,36,0,35,5,0,55,5,2,2,8
656882,3,1,1,0,1,0,35079,4613,1985,4424,363,0,184,440,160,39,1972,223,1047,185,1170,1634,2795,1220,728,246,1598,0,54,3,1,1,3
656892,4,1,2,0,1,0,45469,3050,1245,2179,2287,0,47,0,94,60,2398,94,1628,74,0,4267,1657,511,113,63,0,312,36,3,2,1,3
656922,4,1,1,2,0,0,59510,8855,3727,11605,890,180,155,405,80,72,1912,205,1521,1852,367,2515,2700,1240,330,963,243,1170,43,4,1,1,3
656932,2,1,1,0,0,0,26852,4559,1680,6972,847,406,163,299,0,47,1590,264,946,0,0,2737,1915,509,749,87,0,0,72,3,1,2,1
656942,2,1,1,0,0,0,51484,2249,641,745,454,0,0,0,0,0,178,0,1020,0,0,2540,288,119,120,8,0,0,66,4,1,2,1
656962,2,0,1,1,0,0,20195,2769,1400,1538,426,720,40,0,0,16,882,86,1295,0,0,149,1430,170,430,0,45,0,35,3,1,1,7
657012,4,1,1,0,1,1,27751,5536,619,5286,435,211,261,3,0,45,1466,234,1275,0,0,2570,1592,481,453,207,24,0,45,4,1,1,3
657032,2,1,1,0,0,0,33555,1109,3445,9954,1904,192,0,0,0,0,302,79,740,3126,0,362,783,50,10,109,2190,13,49,5,4,1,6
657042,5,1,1,0,3,0,27692,3900,1560,1644,353,0,0,0,200,0,699,93,525,0,0,343,1033,455,60,81,0,0,28,3,1,1,3
657052,3,2,1,0,0,0,70407,3980,1852,16564,2191,2925,50,0,0,0,805,100,1319,1285,543,7195,3058,1412,0,1334,25,1105,63,6,1,1,4
657092,1,0,1,0,0,0,18102,1716,663,1427,435,560,23,0,0,35,1136,125,0,0,0,6861,761,6,410,226,0,0,75,4,1,2,8
657112,2,1,1,0,0,0,130773,4002,4836,47578,804,255,4050,2218,2441,36,870,94,1620,0,0,742,4202,1341,1089,463,0,0,53,3,1,1,1
657132,3,1,1,0,0,1,16637,1875,320,4953,614,0,26,0,195,0,1544,258,870,0,0,45,877,44,95,379,0,0,25,6,1,4,2
657162,5,2,2,0,1,0,60463,7072,3581,13234,3512,15,108,0,0,214,2642,0,1325,4610,0,3150,4390,2816,245,765,122,0,41,4,1,4,4
657192,1,1,0,0,0,0,11653,739,1448,2761,484,100,0,0,0,0,528,32,376,180,0,1386,0,0,0,118,0,0,85,1,2,2,8
657202,2,1,1,0,0,0,19275,1820,360,2909,1183,0,0,0,0,0,435,10,1225,76,0,1022,1266,239,77,118,1600,0,21,4,1,1,9
657212,5,1,1,1,2,0,47114,5043,2428,7900,691,284,41,2540,286,22,3712,874,1792,0,0,3250,2071,1060,197,249,0,0,43,5,1,1,3
657232,1,0,1,0,0,0,6117,2213,0,996,566,45,0,0,0,0,563,83,0,0,2,603,225,0,100,0,0,0,79,1,1,4,8
657242,1,0,1,0,0,0,29645,1861,1545,7827,784,0,0,0,0,125,2166,496,1380,452,0,312,984,190,0,257,0,156,47,6,2,1,8
657262,2,1,1,0,0,0,57846,5200,994,11559,370,0,93,0,190,0,437,114,1720,200,0,2242,1685,310,739,134,0,260,50,2,1,1,1
657272,4,1,1,0,1,1,51033,4041,1690,14370,647,4848,0,0,0,0,1680,0,1610,0,0,1851,3225,1056,689,171,0,455,29,5,1,1,2
657282,1,0,1,0,0,0,11790,1379,574,1281,20,80,0,31,132,17,236,31,2016,0,0,2418,340,150,151,0,0,0,31,3,1,2,8
657322,3,0,3,0,0,0,24970,3185,930,971,186,0,0,639,91,30,672,91,1380,0,0,1898,894,71,195,164,503,1105,62,2,1,2,9
657352,2,1,1,0,0,0,32391,3471,387,1850,662,1220,0,0,0,0,1325,0,1216,0,0,12564,0,0,0,102,0,0,61,4,2,2,1
657392,2,1,1,0,0,0,19278,2737,355,3476,408,0,37,0,0,2,1416,0,2315,0,84,767,82,20,10,217,274,0,57,4,1,1,1
657402,3,2,1,0,0,0,27778,4355,1162,4273,1628,0,0,0,0,0,1462,291,1500,0,0,928,725,0,365,32,0,2483,53,3,1,1,9
657422,2,1,1,0,0,0,19596,2899,219,2685,583,0,0,0,1174,0,142,8,1028,0,0,1731,953,20,59,176,0,0,48,3,1,1,1
657432,3,1,1,1,0,0,17761,2379,270,9676,491,31,0,0,0,0,402,41,1110,0,0,0,514,15,172,18,0,78,28,3,1,4,3
657442,5,1,1,1,2,0,56884,5685,2738,15105,1302,209,94,81,0,189,3020,421,1647,0,0,3874,5297,1831,1647,498,8337,0,36,6,1,1,3
657452,5,2,1,0,1,1,66230,8775,832,23645,610,2497,80,0,0,0,1862,302,2150,0,0,4703,1066,269,465,156,80,1144,44,5,1,1,3
657472,2,1,1,0,0,0,40617,4539,5140,11705,341,0,0,0,0,34,237,90,3490,769,0,480,1761,1657,0,243,0,1040,54,2,1,4,1
657482,7,2,3,1,1,0,80495,5519,3507,7987,564,765,240,620,2120,243,2734,320,3169,177,0,2734,3045,1236,465,270,6629,650,43,4,1,1,4
657512,1,1,0,0,0,0,27704,1883,874,4641,1164,0,0,0,0,63,983,183,849,0,0,0,1845,15,30,115,0,0,48,4,1,4,8
657522,3,1,2,0,0,0,22815,6225,0,2041,258,4142,62,0,0,322,25,0,969,0,81,3730,324,33,0,104,0,312,80,3,1,2,4
657532,3,1,1,0,1,0,23390,1642,1390,6069,557,0,0,0,0,0,842,114,663,0,0,91,932,240,0,116,3,0,39,3,2,4,7
657542,7,2,4,0,0,1,18092,3180,268,1126,499,0,0,75,0,32,221,0,732,0,0,2255,234,44,181,60,0,1053,58,2,1,2,5
657562,2,1,1,0,0,0,13037,1675,230,2173,712,0,0,0,0,0,182,10,1118,0,0,1539,831,480,293,152,0,0,60,3,1,1,1
657582,3,2,1,0,0,0,27954,3321,1665,7458,798,10,0,116,0,81,399,24,1320,0,24,1075,2688,605,1254,287,15,1170,64,2,1,1,5
657632,4,0,1,2,1,0,6979,3315,60,1176,642,0,0,700,0,0,694,104,0,0,15,0,0,0,0,0,0,377,35,2,2,4,7
657732,1,1,0,0,0,0,6942,1872,347,2977,293,0,4,0,0,0,407,68,0,95,203,638,101,1,0,0,0,0,62,1,2,4,8
657742,6,1,2,1,2,0,46155,3835,1638,7380,1115,18,135,0,0,18,1823,179,1010,0,0,1550,904,150,305,147,76,0,41,3,1,4,5
657782,1,0,1,0,0,0,34240,2266,1126,7460,790,480,0,0,0,50,2513,347,559,908,20,747,1339,976,100,448,0,0,47,3,1,1,8
657812,4,1,1,2,0,0,24484,2665,1398,3823,494,3008,12,0,200,39,552,48,720,0,180,747,1490,788,34,117,90,0,38,5,4,2,3
657832,4,2,1,1,0,0,22375,3250,1647,2529,1130,0,0,0,313,0,1081,0,2535,0,0,600,1189,55,101,0,117,364,48,3,1,1,4
657852,2,1,1,0,0,0,45916,4414,3736,7306,1488,4,51,340,0,143,2407,82,2637,2010,0,3127,4900,2381,617,460,0,0,69,3,1,2,1
657862,2,1,1,0,0,0,32788,4940,780,5600,2610,0,0,30,0,0,335,0,635,0,0,9117,1315,0,250,373,0,247,64,3,1,2,1
657872,4,1,1,1,0,1,28017,5079,931,7272,821,240,45,0,0,60,1378,68,870,0,333,1587,714,258,196,303,0,0,33,6,1,1,2
657902,4,3,1,0,0,0,31922,5811,1020,5189,609,0,130,0,160,470,1712,180,1062,0,0,1524,3398,386,2022,168,0,975,69,1,1,2,4
657942,7,2,1,2,2,0,25357,4594,1747,2555,689,0,100,0,0,66,1714,512,1115,0,0,1002,2021,573,312,29,1142,0,43,4,1,2,3
657952,1,1,0,0,0,0,7314,2108,420,1269,520,0,62,0,0,0,782,171,50,154,272,277,0,0,0,60,0,650,49,3,2,4,8
